# frequency value
9.137500000000000000e+02 2.454302216681236027e-47
9.138750000000000000e+02 2.454684732751123236e-47
9.140000000000000000e+02 2.455067304984384038e-47
9.141250000000000000e+02 2.455449933380112204e-47
9.142500000000000000e+02 2.455832617937231835e-47
9.143750000000000000e+02 2.456215358654703978e-47
9.145000000000000000e+02 2.456598155531566012e-47
9.146250000000000000e+02 2.456981008566836837e-47
9.147500000000000000e+02 2.457363917759417218e-47
9.148750000000000000e+02 2.457746883108340156e-47
9.150000000000000000e+02 2.458129904612658099e-47
9.151250000000000000e+02 2.458512982271282021e-47
9.152500000000000000e+02 2.458896116083231795e-47
9.153750000000000000e+02 2.459279306047462151e-47
9.155000000000000000e+02 2.459662552163103810e-47
9.156250000000000000e+02 2.460045854428939881e-47
9.157500000000000000e+02 2.460429212844113242e-47
9.158750000000000000e+02 2.460812627407557228e-47
9.160000000000000000e+02 2.461196098118297063e-47
9.161250000000000000e+02 2.461579624975308866e-47
9.162500000000000000e+02 2.461963207977682034e-47
9.163750000000000000e+02 2.462346847124228848e-47
9.165000000000000000e+02 2.462730542414038219e-47
9.166250000000000000e+02 2.463114293846178152e-47
9.167500000000000000e+02 2.463498101419552814e-47
9.168750000000000000e+02 2.463881965133208820e-47
9.170000000000000000e+02 2.464265884986114996e-47
9.171250000000000000e+02 2.464649860977310179e-47
9.172500000000000000e+02 2.465033893105740830e-47
9.173750000000000000e+02 2.465417981370465234e-47
9.175000000000000000e+02 2.465802125770431797e-47
9.176250000000000000e+02 2.466186326304672064e-47
9.177500000000000000e+02 2.466570582972203963e-47
9.178750000000000000e+02 2.466954895771973959e-47
9.180000000000000000e+02 2.467339264703042764e-47
9.181250000000000000e+02 2.467723689764385041e-47
9.182500000000000000e+02 2.468108170955043027e-47
9.183750000000000000e+02 2.468492708273981174e-47
9.185000000000000000e+02 2.468877301720181923e-47
9.186250000000000000e+02 2.469261951292712793e-47
9.187500000000000000e+02 2.469646656990596090e-47
9.188750000000000000e+02 2.470031418812756885e-47
9.190000000000000000e+02 2.470416236758226236e-47
9.191250000000000000e+02 2.470801110826023045e-47
9.192500000000000000e+02 2.471186041015205109e-47
9.193750000000000000e+02 2.471571027324713056e-47
9.195000000000000000e+02 2.471956069753571138e-47
9.196250000000000000e+02 2.472341168300873128e-47
9.197500000000000000e+02 2.472726322965475060e-47
9.198750000000000000e+02 2.473111533746484807e-47
9.200000000000000000e+02 2.473496800642911062e-47
9.201250000000000000e+02 2.473882123653797037e-47
9.202500000000000000e+02 2.474267502778101834e-47
9.203750000000000000e+02 2.474652938014801088e-47
9.205000000000000000e+02 2.475038429362963777e-47
9.206250000000000000e+02 2.475423976821676867e-47
9.207500000000000000e+02 2.475809580389840150e-47
9.208750000000000000e+02 2.476195240066452108e-47
9.210000000000000000e+02 2.476580955850624990e-47
9.211250000000000000e+02 2.476966727741369920e-47
9.212500000000000000e+02 2.477352555737633846e-47
9.213750000000000000e+02 2.477738439838486234e-47
9.215000000000000000e+02 2.478124380042892993e-47
9.216250000000000000e+02 2.478510376349940118e-47
9.217500000000000000e+02 2.478896428758614911e-47
9.218750000000000000e+02 2.479282537267926064e-47
9.220000000000000000e+02 2.479668701876917762e-47
9.221250000000000000e+02 2.480054922584571958e-47
9.222500000000000000e+02 2.480441199389998954e-47
9.223750000000000000e+02 2.480827532292107780e-47
9.225000000000000000e+02 2.481213921289981998e-47
9.226250000000000000e+02 2.481600366382581199e-47
9.227500000000000000e+02 2.481986867569106113e-47
9.228750000000000000e+02 2.482373424848361242e-47
9.230000000000000000e+02 2.482760038219452998e-47
9.231250000000000000e+02 2.483146707681445013e-47
9.232500000000000000e+02 2.483533433233378068e-47
9.233750000000000000e+02 2.483920214874220016e-47
9.235000000000000000e+02 2.484307052602998026e-47
9.236250000000000000e+02 2.484693946418748989e-47
9.237500000000000000e+02 2.485080896320461178e-47
9.238750000000000000e+02 2.485467902307286222e-47
9.240000000000000000e+02 2.485854964378142871e-47
9.241250000000000000e+02 2.486242082532103022e-47
9.242500000000000000e+02 2.486629256768191896e-47
9.243750000000000000e+02 2.487016487085374919e-47
9.245000000000000000e+02 2.487403773482793022e-47
9.246250000000000000e+02 2.487791115959415032e-47
9.247500000000000000e+02 2.488178514514305066e-47
9.248750000000000000e+02 2.488565969146417851e-47
9.250000000000000000e+02 2.488953479854834035e-47
9.251250000000000000e+02 2.489341046638667811e-47
9.252500000000000000e+02 2.489728669496837928e-47
9.253750000000000000e+02 2.490116348428418228e-47
9.255000000000000000e+02 2.490504083432400874e-47
9.256250000000000000e+02 2.490891874507937008e-47
9.257500000000000000e+02 2.491279721653925934e-47
9.258750000000000000e+02 2.491667624869510042e-47
9.260000000000000000e+02 2.492055584153646977e-47
9.261250000000000000e+02 2.492443599505450933e-47
9.262500000000000000e+02 2.492831670923863996e-47
9.263750000000000000e+02 2.493219798408008138e-47
9.265000000000000000e+02 2.493607981956897886e-47
9.266250000000000000e+02 2.493996221569588120e-47
9.267500000000000000e+02 2.494384517245061766e-47
9.268750000000000000e+02 2.494772868982393150e-47
9.270000000000000000e+02 2.495161276780636179e-47
9.271250000000000000e+02 2.495549740638796143e-47
9.272500000000000000e+02 2.495938260555991125e-47
9.273750000000000000e+02 2.496326836531202105e-47
9.275000000000000000e+02 2.496715468563475213e-47
9.276250000000000000e+02 2.497104156651812820e-47
9.277500000000000000e+02 2.497492900795328147e-47
9.278750000000000000e+02 2.497881700993045931e-47
9.280000000000000000e+02 2.498270557244017163e-47
9.281250000000000000e+02 2.498659469547270954e-47
9.282500000000000000e+02 2.499048437901844195e-47
9.283750000000000000e+02 2.499437462306797115e-47
9.285000000000000000e+02 2.499826542761213763e-47
9.286250000000000000e+02 2.500215679264053243e-47
9.287500000000000000e+02 2.500604871814420023e-47
9.288750000000000000e+02 2.500994120411378221e-47
9.290000000000000000e+02 2.501383425053979799e-47
9.291250000000000000e+02 2.501772785741253869e-47
9.292500000000000000e+02 2.502162202472174121e-47
9.293750000000000000e+02 2.502551675245950037e-47
9.295000000000000000e+02 2.502941204061427927e-47
9.296250000000000000e+02 2.503330788917895063e-47
9.297500000000000000e+02 2.503720429814210882e-47
9.298750000000000000e+02 2.504110126749545001e-47
9.300000000000000000e+02 2.504499879722886180e-47
9.301250000000000000e+02 2.504889688733282005e-47
9.302500000000000000e+02 2.505279553779833057e-47
9.303750000000000000e+02 2.505669474861563100e-47
9.305000000000000000e+02 2.506059451977555211e-47
9.306250000000000000e+02 2.506449485126811764e-47
9.307500000000000000e+02 2.506839574308447924e-47
9.308750000000000000e+02 2.507229719521516138e-47
9.310000000000000000e+02 2.507619920765027046e-47
9.311250000000000000e+02 2.508010178038051083e-47
9.312500000000000000e+02 2.508400491339627087e-47
9.313750000000000000e+02 2.508790860668913004e-47
9.315000000000000000e+02 2.509181286024813002e-47
9.316250000000000000e+02 2.509571767406505934e-47
9.317500000000000000e+02 2.509962304813027231e-47
9.318750000000000000e+02 2.510352898243438095e-47
9.320000000000000000e+02 2.510743547696742843e-47
9.321250000000000000e+02 2.511134253172085810e-47
9.322500000000000000e+02 2.511525014668490760e-47
9.323750000000000000e+02 2.511915832184981945e-47
9.325000000000000000e+02 2.512306705720667236e-47
9.326250000000000000e+02 2.512697635274597138e-47
9.327500000000000000e+02 2.513088620845840143e-47
9.328750000000000000e+02 2.513479662433487108e-47
9.330000000000000000e+02 2.513870760036537974e-47
9.331250000000000000e+02 2.514261913654106934e-47
9.332500000000000000e+02 2.514653123285222128e-47
9.333750000000000000e+02 2.515044388928965176e-47
9.335000000000000000e+02 2.515435710584451241e-47
9.336250000000000000e+02 2.515827088250690963e-47
9.337500000000000000e+02 2.516218521926782004e-47
9.338750000000000000e+02 2.516610011611749100e-47
9.340000000000000000e+02 2.517001557304675815e-47
9.341250000000000000e+02 2.517393159004671968e-47
9.342500000000000000e+02 2.517784816710743818e-47
9.343750000000000000e+02 2.518176530422070222e-47
9.345000000000000000e+02 2.518568300137547078e-47
9.346250000000000000e+02 2.518960125856430058e-47
9.347500000000000000e+02 2.519352007577692848e-47
9.348750000000000000e+02 2.519743945300376230e-47
9.350000000000000000e+02 2.520135939023618219e-47
9.351250000000000000e+02 2.520527988746500919e-47
9.352500000000000000e+02 2.520920094467992187e-47
9.353750000000000000e+02 2.521312256187294211e-47
9.355000000000000000e+02 2.521704473903409850e-47
9.356250000000000000e+02 2.522096747615471773e-47
9.357500000000000000e+02 2.522489077322456098e-47
9.358750000000000000e+02 2.522881463023535845e-47
9.360000000000000000e+02 2.523273904717711928e-47
9.361250000000000000e+02 2.523666402404173897e-47
9.362500000000000000e+02 2.524058956081829807e-47
9.363750000000000000e+02 2.524451565749929007e-47
9.365000000000000000e+02 2.524844231407408237e-47
9.366250000000000000e+02 2.525236953053370993e-47
9.367500000000000000e+02 2.525629730687004880e-47
9.368750000000000000e+02 2.526022564307304978e-47
9.370000000000000000e+02 2.526415453913344156e-47
9.371250000000000000e+02 2.526808399504288140e-47
9.372500000000000000e+02 2.527201401079100895e-47
9.373750000000000000e+02 2.527594458636883002e-47
9.375000000000000000e+02 2.527987572176814772e-47
9.376250000000000000e+02 2.528380741697836835e-47
9.377500000000000000e+02 2.528773967199156242e-47
9.378750000000000000e+02 2.529167248679837110e-47
9.380000000000000000e+02 2.529560586138841945e-47
9.381250000000000000e+02 2.529953979575404054e-47
9.382500000000000000e+02 2.530347428988553033e-47
9.383750000000000000e+02 2.530740934377366128e-47
9.385000000000000000e+02 2.531134495740906968e-47
9.386250000000000000e+02 2.531528113078333987e-47
9.387500000000000000e+02 2.531921786388688940e-47
9.388750000000000000e+02 2.532315515671015037e-47
9.390000000000000000e+02 2.532709300924487242e-47
9.391250000000000000e+02 2.533103142148076813e-47
9.392500000000000000e+02 2.533497039341035045e-47
9.393750000000000000e+02 2.533890992502333194e-47
9.395000000000000000e+02 2.534285001631090800e-47
9.396250000000000000e+02 2.534679066726356911e-47
9.397500000000000000e+02 2.535073187787307948e-47
9.398750000000000000e+02 2.535467364812956007e-47
9.400000000000000000e+02 2.535861597802407990e-47
9.401250000000000000e+02 2.536255886754812120e-47
9.402500000000000000e+02 2.536650231669222791e-47
9.403750000000000000e+02 2.537044632544708009e-47
9.405000000000000000e+02 2.537439089380400928e-47
9.406250000000000000e+02 2.537833602175357885e-47
9.407500000000000000e+02 2.538228170928707173e-47
9.408750000000000000e+02 2.538622795639522145e-47
9.410000000000000000e+02 2.539017476306916995e-47
9.411250000000000000e+02 2.539412212929960214e-47
9.412500000000000000e+02 2.539807005507728074e-47
9.413750000000000000e+02 2.540201854039447073e-47
9.415000000000000000e+02 2.540596758524017974e-47
9.416250000000000000e+02 2.540991718960692071e-47
9.417500000000000000e+02 2.541386735348565082e-47
9.418750000000000000e+02 2.541781807686578121e-47
9.420000000000000000e+02 2.542176935973997067e-47
9.421250000000000000e+02 2.542572120209852978e-47
9.422500000000000000e+02 2.542967360393244003e-47
9.423750000000000000e+02 2.543362656523283847e-47
9.425000000000000000e+02 2.543758008599062882e-47
9.426250000000000000e+02 2.544153416619678769e-47
9.427500000000000000e+02 2.544548880584305987e-47
9.428750000000000000e+02 2.544944400491921142e-47
9.430000000000000000e+02 2.545339976341738092e-47
9.431250000000000000e+02 2.545735608132724205e-47
9.432500000000000000e+02 2.546131295864115218e-47
9.433750000000000000e+02 2.546527039535014140e-47
9.435000000000000000e+02 2.546922839144458836e-47
9.436250000000000000e+02 2.547318694691528979e-47
9.437500000000000000e+02 2.547714606175396131e-47
9.438750000000000000e+02 2.548110573595176916e-47
9.440000000000000000e+02 2.548506596949917947e-47
9.441250000000000000e+02 2.548902676238788842e-47
9.442500000000000000e+02 2.549298811460819199e-47
9.443750000000000000e+02 2.549695002615200998e-47
9.445000000000000000e+02 2.550091249700965783e-47
9.446250000000000000e+02 2.550487552717287059e-47
9.447500000000000000e+02 2.550883911663226998e-47
9.448750000000000000e+02 2.551280326537947925e-47
9.450000000000000000e+02 2.551676797340505205e-47
9.451250000000000000e+02 2.552073324069990180e-47
9.452500000000000000e+02 2.552469906725595804e-47
9.453750000000000000e+02 2.552866545306395916e-47
9.455000000000000000e+02 2.553263239811484776e-47
9.456250000000000000e+02 2.553659990239963937e-47
9.457500000000000000e+02 2.554056796591008848e-47
9.458750000000000000e+02 2.554453658863670987e-47
9.460000000000000000e+02 2.554850577057102953e-47
9.461250000000000000e+02 2.555247551170389768e-47
9.462500000000000000e+02 2.555644581202634931e-47
9.463750000000000000e+02 2.556041667152957980e-47
9.465000000000000000e+02 2.556438809020585902e-47
9.466250000000000000e+02 2.556836006804493842e-47
9.467500000000000000e+02 2.557233260503789189e-47
9.468750000000000000e+02 2.557630570117678992e-47
9.470000000000000000e+02 2.558027935645312936e-47
9.471250000000000000e+02 2.558425357085690962e-47
9.472500000000000000e+02 2.558822834437952058e-47
9.473750000000000000e+02 2.559220367701273133e-47
9.475000000000000000e+02 2.559617956874732889e-47
9.476250000000000000e+02 2.560015601957506776e-47
9.477500000000000000e+02 2.560413302948608836e-47
9.478750000000000000e+02 2.560811059847243203e-47
9.480000000000000000e+02 2.561208872652571229e-47
9.481250000000000000e+02 2.561606741363593828e-47
9.482500000000000000e+02 2.562004665979489853e-47
9.483750000000000000e+02 2.562402646499357940e-47
9.485000000000000000e+02 2.562800682922377915e-47
9.486250000000000000e+02 2.563198775247676124e-47
9.487500000000000000e+02 2.563596923474271958e-47
9.488750000000000000e+02 2.563995127601436155e-47
9.490000000000000000e+02 2.564393387628168173e-47
9.491250000000000000e+02 2.564791703553635195e-47
9.492500000000000000e+02 2.565190075376981073e-47
9.493750000000000000e+02 2.565588503097340903e-47
9.495000000000000000e+02 2.565986986713771025e-47
9.496250000000000000e+02 2.566385526225450777e-47
9.497500000000000000e+02 2.566784121631498242e-47
9.498750000000000000e+02 2.567182772931100052e-47
9.500000000000000000e+02 2.567581480123272193e-47
9.501250000000000000e+02 2.567980243207221230e-47
9.502500000000000000e+02 2.568379062182066219e-47
9.503750000000000000e+02 2.568777937046905793e-47
9.505000000000000000e+02 2.569176867800893040e-47
9.506250000000000000e+02 2.569575854443172782e-47
9.507500000000000000e+02 2.569974896972781908e-47
9.508750000000000000e+02 2.570373995389006232e-47
9.510000000000000000e+02 2.570773149690879240e-47
9.511250000000000000e+02 2.571172359877569092e-47
9.512500000000000000e+02 2.571571625948157891e-47
9.513750000000000000e+02 2.571970947901806990e-47
9.515000000000000000e+02 2.572370325737682116e-47
9.516250000000000000e+02 2.572769759454884821e-47
9.517500000000000000e+02 2.573169249052527838e-47
9.518750000000000000e+02 2.573568794529808010e-47
9.520000000000000000e+02 2.573968395885812791e-47
9.521250000000000000e+02 2.574368053119636925e-47
9.522500000000000000e+02 2.574767766230573032e-47
9.523750000000000000e+02 2.575167535217601119e-47
9.525000000000000000e+02 2.575567360079844131e-47
9.526250000000000000e+02 2.575967240816630177e-47
9.527500000000000000e+02 2.576367177426881897e-47
9.528750000000000000e+02 2.576767169909853988e-47
9.530000000000000000e+02 2.577167218264630985e-47
9.531250000000000000e+02 2.577567322490448139e-47
9.532500000000000000e+02 2.577967482586317060e-47
9.533750000000000000e+02 2.578367698551497792e-47
9.535000000000000000e+02 2.578767970385021879e-47
9.536250000000000000e+02 2.579168298086096858e-47
9.537500000000000000e+02 2.579568681653850050e-47
9.538750000000000000e+02 2.579969121087426760e-47
9.540000000000000000e+02 2.580369616385955769e-47
9.541250000000000000e+02 2.580770167548555156e-47
9.542500000000000000e+02 2.581170774574414959e-47
9.543750000000000000e+02 2.581571437462700905e-47
9.545000000000000000e+02 2.581972156212477109e-47
9.546250000000000000e+02 2.582372930822916105e-47
9.547500000000000000e+02 2.582773761293224946e-47
9.548750000000000000e+02 2.583174647622508101e-47
9.550000000000000000e+02 2.583575589809823851e-47
9.551250000000000000e+02 2.583976587854477942e-47
9.552500000000000000e+02 2.584377641755505808e-47
9.553750000000000000e+02 2.584778751512066853e-47
9.555000000000000000e+02 2.585179917123441057e-47
9.556250000000000000e+02 2.585581138588524806e-47
9.557500000000000000e+02 2.585982415906650098e-47
9.558750000000000000e+02 2.586383749076899039e-47
9.560000000000000000e+02 2.586785138098502989e-47
9.561250000000000000e+02 2.587186582970488144e-47
9.562500000000000000e+02 2.587588083692081002e-47
9.563750000000000000e+02 2.587989640262449234e-47
9.565000000000000000e+02 2.588391252680665223e-47
9.566250000000000000e+02 2.588792920945987068e-47
9.567500000000000000e+02 2.589194645057488124e-47
9.568750000000000000e+02 2.589596425014316130e-47
9.570000000000000000e+02 2.589998260815642159e-47
9.571250000000000000e+02 2.590400152460663055e-47
9.572500000000000000e+02 2.590802099948475021e-47
9.573750000000000000e+02 2.591204103278239895e-47
9.575000000000000000e+02 2.591606162449104929e-47
9.576250000000000000e+02 2.592008277460256757e-47
9.577500000000000000e+02 2.592410448310895137e-47
9.578750000000000000e+02 2.592812675000060849e-47
9.580000000000000000e+02 2.593214957526986227e-47
9.581250000000000000e+02 2.593617295890752889e-47
9.582500000000000000e+02 2.594019690090603865e-47
9.583750000000000000e+02 2.594422140125676196e-47
9.585000000000000000e+02 2.594824645995127831e-47
9.586250000000000000e+02 2.595227207698108939e-47
9.587500000000000000e+02 2.595629825233734200e-47
9.588750000000000000e+02 2.596032498601223792e-47
9.590000000000000000e+02 2.596435227799746845e-47
9.591250000000000000e+02 2.596838012828383033e-47
9.592500000000000000e+02 2.597240853686396777e-47
9.593750000000000000e+02 2.597643750372849762e-47
9.595000000000000000e+02 2.598046702887004950e-47
9.596250000000000000e+02 2.598449711227926944e-47
9.597500000000000000e+02 2.598852775394821824e-47
9.598750000000000000e+02 2.599255895386803782e-47
9.600000000000000000e+02 2.599659071203129946e-47
9.601250000000000000e+02 2.600062302842950971e-47
9.602500000000000000e+02 2.600465590305375216e-47
9.603750000000000000e+02 2.600868933589546044e-47
9.605000000000000000e+02 2.601272332694726903e-47
9.606250000000000000e+02 2.601675787619954198e-47
9.607500000000000000e+02 2.602079298364482139e-47
9.608750000000000000e+02 2.602482864927509027e-47
9.610000000000000000e+02 2.602886487308073212e-47
9.611250000000000000e+02 2.603290165505477035e-47
9.612500000000000000e+02 2.603693899518806004e-47
9.613750000000000000e+02 2.604097689347253073e-47
9.615000000000000000e+02 2.604501534990011195e-47
9.616250000000000000e+02 2.604905436446161015e-47
9.617500000000000000e+02 2.605309393715002930e-47
9.618750000000000000e+02 2.605713406795613213e-47
9.620000000000000000e+02 2.606117475687131823e-47
9.621250000000000000e+02 2.606521600388796926e-47
9.622500000000000000e+02 2.606925780899794183e-47
9.623750000000000000e+02 2.607330017219246051e-47
9.625000000000000000e+02 2.607734309346387780e-47
9.626250000000000000e+02 2.608138657280260151e-47
9.627500000000000000e+02 2.608543061020183007e-47
9.628750000000000000e+02 2.608947520565241858e-47
9.630000000000000000e+02 2.609352035914665145e-47
9.631250000000000000e+02 2.609756607067579217e-47
9.632500000000000000e+02 2.610161234023119172e-47
9.633750000000000000e+02 2.610565916780598046e-47
9.635000000000000000e+02 2.610970655339005086e-47
9.636250000000000000e+02 2.611375449697714102e-47
9.637500000000000000e+02 2.611780299855744968e-47
9.638750000000000000e+02 2.612185205812329044e-47
9.640000000000000000e+02 2.612590167566694774e-47
9.641250000000000000e+02 2.612995185117961213e-47
9.642500000000000000e+02 2.613400258465250818e-47
9.643750000000000000e+02 2.613805387607842107e-47
9.645000000000000000e+02 2.614210572544904212e-47
9.646250000000000000e+02 2.614615813275520210e-47
9.647500000000000000e+02 2.615021109799008001e-47
9.648750000000000000e+02 2.615426462114433158e-47
9.650000000000000000e+02 2.615831870221030933e-47
9.651250000000000000e+02 2.616237334117972887e-47
9.652500000000000000e+02 2.616642853804425231e-47
9.653750000000000000e+02 2.617048429279565849e-47
9.655000000000000000e+02 2.617454060542573107e-47
9.656250000000000000e+02 2.617859747592668157e-47
9.657500000000000000e+02 2.618265490429022072e-47
9.658750000000000000e+02 2.618671289050802039e-47
9.660000000000000000e+02 2.619077143457195176e-47
9.661250000000000000e+02 2.619483053647374989e-47
9.662500000000000000e+02 2.619889019620502830e-47
9.663750000000000000e+02 2.620295041375763872e-47
9.665000000000000000e+02 2.620701118912492058e-47
9.666250000000000000e+02 2.621107252229647951e-47
9.667500000000000000e+02 2.621513441326514930e-47
9.668750000000000000e+02 2.621919686202376864e-47
9.670000000000000000e+02 2.622325986856244877e-47
9.671250000000000000e+02 2.622732343287408182e-47
9.672500000000000000e+02 2.623138755495099113e-47
9.673750000000000000e+02 2.623545223478386163e-47
9.675000000000000000e+02 2.623951747236507012e-47
9.676250000000000000e+02 2.624358326768636137e-47
9.677500000000000000e+02 2.624764962074018999e-47
9.678750000000000000e+02 2.625171653151816950e-47
9.680000000000000000e+02 2.625578400001187936e-47
9.681250000000000000e+02 2.625985202621340955e-47
9.682500000000000000e+02 2.626392061011481113e-47
9.683750000000000000e+02 2.626798975170783862e-47
9.685000000000000000e+02 2.627205945098394022e-47
9.686250000000000000e+02 2.627612970793642134e-47
9.687500000000000000e+02 2.628020052255565088e-47
9.688750000000000000e+02 2.628427189483469115e-47
9.690000000000000000e+02 2.628834382476480077e-47
9.691250000000000000e+02 2.629241631233790926e-47
9.692500000000000000e+02 2.629648935754654901e-47
9.693750000000000000e+02 2.630056296038215850e-47
9.695000000000000000e+02 2.630463712083666239e-47
9.696250000000000000e+02 2.630871183890198050e-47
9.697500000000000000e+02 2.631278711457027086e-47
9.698750000000000000e+02 2.631686294783338033e-47
9.700000000000000000e+02 2.632093933868340861e-47
9.701250000000000000e+02 2.632501628711288808e-47
9.702500000000000000e+02 2.632909379311231892e-47
9.703750000000000000e+02 2.633317185667435991e-47
9.705000000000000000e+02 2.633725047779150940e-47
9.706250000000000000e+02 2.634132965645588167e-47
9.707500000000000000e+02 2.634540939265817136e-47
9.708750000000000000e+02 2.634948968639141162e-47
9.710000000000000000e+02 2.635357053764678812e-47
9.711250000000000000e+02 2.635765194641745069e-47
9.712500000000000000e+02 2.636173391269472114e-47
9.713750000000000000e+02 2.636581643647060192e-47
9.715000000000000000e+02 2.636989951773739205e-47
9.716250000000000000e+02 2.637398315648645223e-47
9.717500000000000000e+02 2.637806735271033916e-47
9.718750000000000000e+02 2.638215210640043784e-47
9.720000000000000000e+02 2.638623741755014119e-47
9.721250000000000000e+02 2.639032328615017789e-47
9.722500000000000000e+02 2.639440971219343036e-47
9.723750000000000000e+02 2.639849669567123013e-47
9.725000000000000000e+02 2.640258423657596860e-47
9.726250000000000000e+02 2.640667233490016843e-47
9.727500000000000000e+02 2.641076099063460205e-47
9.728750000000000000e+02 2.641485020377228801e-47
9.730000000000000000e+02 2.641893997430475232e-47
9.731250000000000000e+02 2.642303030222492116e-47
9.732500000000000000e+02 2.642712118752394133e-47
9.733750000000000000e+02 2.643121263019482164e-47
9.735000000000000000e+02 2.643530463022856790e-47
9.736250000000000000e+02 2.643939718761780000e-47
9.737500000000000000e+02 2.644349030235472945e-47
9.738750000000000000e+02 2.644758397443148997e-47
9.740000000000000000e+02 2.645167820383921862e-47
9.741250000000000000e+02 2.645577299057163891e-47
9.742500000000000000e+02 2.645986833461946980e-47
9.743750000000000000e+02 2.646396423597562774e-47
9.745000000000000000e+02 2.646806069463114770e-47
9.746250000000000000e+02 2.647215771057954900e-47
9.747500000000000000e+02 2.647625528381209024e-47
9.748750000000000000e+02 2.648035341432120172e-47
9.750000000000000000e+02 2.648445210209824898e-47
9.751250000000000000e+02 2.648855134713668815e-47
9.752500000000000000e+02 2.649265114942744238e-47
9.753750000000000000e+02 2.649675150896307808e-47
9.755000000000000000e+02 2.650085242573611790e-47
9.756250000000000000e+02 2.650495389973855944e-47
9.757500000000000000e+02 2.650905593096152031e-47
9.758750000000000000e+02 2.651315851939865110e-47
9.760000000000000000e+02 2.651726166504156046e-47
9.761250000000000000e+02 2.652136536788193969e-47
9.762500000000000000e+02 2.652546962791260801e-47
9.763750000000000000e+02 2.652957444512519839e-47
9.765000000000000000e+02 2.653367981951202930e-47
9.766250000000000000e+02 2.653778575106539001e-47
9.767500000000000000e+02 2.654189223977723924e-47
9.768750000000000000e+02 2.654599928564040108e-47
9.770000000000000000e+02 2.655010688864622163e-47
9.771250000000000000e+02 2.655421504878734996e-47
9.772500000000000000e+02 2.655832376605608995e-47
9.773750000000000000e+02 2.656243304044353978e-47
9.775000000000000000e+02 2.656654287194385078e-47
9.776250000000000000e+02 2.657065326054799958e-47
9.777500000000000000e+02 2.657476420624770179e-47
9.778750000000000000e+02 2.657887570903612182e-47
9.780000000000000000e+02 2.658298776890545172e-47
9.781250000000000000e+02 2.658710038584749949e-47
9.782500000000000000e+02 2.659121355985400989e-47
9.783750000000000000e+02 2.659532729091838071e-47
9.785000000000000000e+02 2.659944157903188028e-47
9.786250000000000000e+02 2.660355642418746880e-47
9.787500000000000000e+02 2.660767182637720221e-47
9.788750000000000000e+02 2.661178778559289822e-47
9.790000000000000000e+02 2.661590430182715241e-47
9.791250000000000000e+02 2.662002137507159775e-47
9.792500000000000000e+02 2.662413900531980215e-47
9.793750000000000000e+02 2.662825719256295131e-47
9.795000000000000000e+02 2.663237593679363109e-47
9.796250000000000000e+02 2.663649523800370781e-47
9.797500000000000000e+02 2.664061509618647228e-47
9.798750000000000000e+02 2.664473551133317825e-47
9.800000000000000000e+02 2.664885648343677135e-47
9.801250000000000000e+02 2.665297801248855880e-47
9.802500000000000000e+02 2.665710009848154944e-47
9.803750000000000000e+02 2.666122274140826106e-47
9.805000000000000000e+02 2.666534594126129896e-47
9.806250000000000000e+02 2.666946969803114875e-47
9.807500000000000000e+02 2.667359401171201037e-47
9.808750000000000000e+02 2.667771888229500145e-47
9.810000000000000000e+02 2.668184430977353920e-47
9.811250000000000000e+02 2.668597029413913018e-47
9.812500000000000000e+02 2.669009683538432135e-47
9.813750000000000000e+02 2.669422393350078944e-47
9.815000000000000000e+02 2.669835158848215098e-47
9.816250000000000000e+02 2.670247980031979100e-47
9.817500000000000000e+02 2.670660856900617867e-47
9.818750000000000000e+02 2.671073789453341854e-47
9.820000000000000000e+02 2.671486777689516119e-47
9.821250000000000000e+02 2.671899821608198945e-47
9.822500000000000000e+02 2.672312921208716983e-47
9.823750000000000000e+02 2.672726076490295757e-47
9.825000000000000000e+02 2.673139287452167116e-47
9.826250000000000000e+02 2.673552554093561933e-47
9.827500000000000000e+02 2.673965876413678023e-47
9.828750000000000000e+02 2.674379254411862941e-47
9.830000000000000000e+02 2.674792688087261023e-47
9.831250000000000000e+02 2.675206177439082238e-47
9.832500000000000000e+02 2.675619722466645942e-47
9.833750000000000000e+02 2.676033323169160161e-47
9.835000000000000000e+02 2.676446979545849935e-47
9.836250000000000000e+02 2.676860691595998158e-47
9.837500000000000000e+02 2.677274459318783197e-47
9.838750000000000000e+02 2.677688282713444193e-47
9.840000000000000000e+02 2.678102161779277166e-47
9.841250000000000000e+02 2.678516096515480902e-47
9.842500000000000000e+02 2.678930086921366010e-47
9.843750000000000000e+02 2.679344132996037929e-47
9.845000000000000000e+02 2.679758234738864150e-47
9.846250000000000000e+02 2.680172392149016232e-47
9.847500000000000000e+02 2.680586605225720190e-47
9.848750000000000000e+02 2.681000873968313854e-47
9.850000000000000000e+02 2.681415198375936212e-47
9.851250000000000000e+02 2.681829578447872105e-47
9.852500000000000000e+02 2.682244014183440889e-47
9.853750000000000000e+02 2.682658505581733906e-47
9.855000000000000000e+02 2.683073052642173098e-47
9.856250000000000000e+02 2.683487655363812858e-47
9.857500000000000000e+02 2.683902313745990045e-47
9.858750000000000000e+02 2.684317027788037145e-47
9.860000000000000000e+02 2.684731797489027024e-47
9.861250000000000000e+02 2.685146622848311128e-47
9.862500000000000000e+02 2.685561503865189854e-47
9.863750000000000000e+02 2.685976440538757948e-47
9.865000000000000000e+02 2.686391432868382898e-47
